# meta_json: {"atom_symbols": ["N", "N", "N", "N", "N", "N", "N", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[2.9399421782000004, -5.0921292238, 0.0], [2.9399421782000004, 5.0921292238, 0.0], [0.0, 0.0, 5.78035016]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 1, "transverse_area_m2": 2.9434289974214144e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
2.2157611126e-03	7.28950388	243.15167669	9.891872562481e-01	3.360662876919e+18
2.2272417401e-03	7.32727333	244.41152994	1.104588134177e+00	3.752725597067e+18
2.2387223677e-03	7.36504278	245.67138318	9.947392065304e-01	3.379525062102e+18
2.2502029952e-03	7.40281223	246.93123643	8.286782042235e-01	2.815349733082e+18
2.2616836227e-03	7.44058168	248.19108968	4.967452680530e-01	1.687641415805e+18
2.2731642502e-03	7.47835113	249.45094293	3.322212062591e-01	1.128687685520e+18
2.2846448778e-03	7.51612058	250.71079617	3.321294547616e-01	1.128375969159e+18
2.2961255053e-03	7.55389003	251.97064942	3.317370478352e-01	1.127042806624e+18
2.3076061328e-03	7.59165948	253.23050267	2.753474875223e-01	9.354650231534e+17
2.3190867604e-03	7.62942893	254.49035591	2.216601460435e-01	7.530677527392e+17
2.3305673879e-03	7.66719838	255.75020916	2.216179096780e-01	7.529242589924e+17
2.3420480154e-03	7.70496783	257.01006241	2.214615444323e-01	7.523930240081e+17
2.3535286429e-03	7.74273728	258.26991566	1.661225721494e-01	5.643845062849e+17
2.3650092705e-03	7.78050673	259.52976890	1.108808034846e-01	3.767062279461e+17
2.3764898980e-03	7.81827618	260.78962215	1.108561445080e-01	3.766224515865e+17
2.3879705255e-03	7.85604563	262.04947540	1.108131166447e-01	3.764762688068e+17
2.3994511530e-03	7.89381508	263.30932864	1.107271210777e-01	3.761841076333e+17
2.4109317806e-03	7.93158454	264.56918189	1.104398774998e-01	3.752082268556e+17
2.4224124081e-03	7.96935399	265.82903514	5.064147130733e-09	1.720492369671e+10
2.4338930356e-03	8.00712344	267.08888839	2.025973982557e-11	6.883040101635e+07
2.4453736631e-03	8.04489289	268.34874163	8.470561448989e-13	2.877786913294e+06
2.4568542907e-03	8.08266234	269.60859488	7.811078258271e-14	2.653734221248e+05
2.4683349182e-03	8.12043179	270.86844813	1.105939248472e-14	3.757315870167e+04
2.4798155457e-03	8.15820124	272.12830137	2.065094067785e-15	7.015946603753e+03
2.4912961733e-03	8.19597069	273.38815462	4.693097255723e-16	1.594431956685e+03
2.5027768008e-03	8.23374014	274.64800787	1.236825672854e-16	4.201989155972e+02
2.5142574283e-03	8.27150959	275.90786112	3.662224747278e-17	1.244203529450e+02
2.5257380558e-03	8.30927904	277.16771436	1.191822992069e-17	4.049097135051e+01
2.5372186834e-03	8.34704849	278.42756761	4.195241617819e-18	1.425290578266e+01
2.5486993109e-03	8.38481794	279.68742086	1.578139704386e-18	5.361568788541e+00
2.5601799384e-03	8.42258739	280.94727410	6.285270508205e-19	2.135356590463e+00
2.5716605659e-03	8.46035684	282.20712735	2.630769549337e-19	8.937771393982e-01
2.5831411935e-03	8.49812629	283.46698060	1.150355098755e-19	3.908214194272e-01
2.5946218210e-03	8.53589574	284.72683384	5.229352954136e-20	1.776619364258e-01
2.6061024485e-03	8.57366519	285.98668709	2.461310016462e-20	8.362049903761e-02
2.6175830760e-03	8.61143464	287.24654034	1.195372403281e-20	4.061155897861e-02
2.6290637036e-03	8.64920409	288.50639359	5.973076587124e-21	2.029291887916e-02
2.6405443311e-03	8.68697354	289.76624683	3.063163090432e-21	1.040678437671e-02
2.6520249586e-03	8.72474299	291.02610008	1.608738420388e-21	5.465524807282e-03
2.6635055861e-03	8.76251244	292.28595333	8.638186424122e-22	2.934735790022e-03
2.6749862137e-03	8.80028189	293.54580657	4.734641017130e-22	1.608546026175e-03
2.6864668412e-03	8.83805134	294.80565982	2.649576959756e-22	9.001667653874e-04
2.6979474687e-03	8.87582079	296.06551307	1.508860244664e-22	5.126198885672e-04
2.7094280963e-03	8.91359024	297.32536632	8.733690918421e-23	2.967182468499e-04
2.7209087238e-03	8.95135969	298.58521956	5.132954576093e-23	1.743868997890e-04
2.7323893513e-03	8.98912914	299.84507281	3.060172980728e-23	1.039662578377e-04
2.7438699788e-03	9.02689859	301.10492606	1.857468319916e-23	6.310559288310e-05
2.7553506064e-03	9.06466804	302.36477930	1.144795633068e-23	3.889326476265e-05
2.7668312339e-03	9.10243749	303.62463255	7.146004183376e-24	2.427782083290e-05
2.7783118614e-03	9.14020694	304.88448580	4.514965226728e-24	1.533913415504e-05
2.7897924889e-03	9.17797639	306.14433905	2.885678429769e-24	9.803798332819e-06
2.8012731165e-03	9.21574584	307.40419229	1.865270026633e-24	6.337064791666e-06
2.8127537440e-03	9.25351529	308.66404554	1.219054323362e-24	4.141612807477e-06
2.8242343715e-03	9.29128474	309.92389879	8.067916789944e-25	2.740992494472e-06
2.8357149990e-03	9.32905419	311.18375203	5.397729984688e-25	1.833823744149e-06
2.8471956266e-03	9.36682364	312.44360528	3.645323345429e-25	1.238461450445e-06
2.8586762541e-03	9.40459309	313.70345853	2.486552204511e-25	8.447807664767e-07
2.8701568816e-03	9.44236254	314.96331178	1.714348379206e-25	5.824323877723e-07
2.8816375092e-03	9.48013199	316.22316502	1.191800909506e-25	4.049022111795e-07
2.8931181367e-03	9.51790144	317.48301827	8.349698338353e-26	2.836724903392e-07
2.9045987642e-03	9.55567089	318.74287152	5.891685180272e-26	2.001639987047e-07
2.9160793917e-03	9.59344034	320.00272476	4.184293421095e-26	1.421571040022e-07
2.9275600193e-03	9.63120979	321.26257801	2.988784581602e-26	1.015409097423e-07
2.9390406468e-03	9.66897924	322.52243126	2.145283170367e-26	7.288380906236e-08
2.9505212743e-03	9.70674869	323.78228450	1.545804029179e-26	5.251711627947e-08
2.9620019018e-03	9.74451814	325.04213775	1.116803144904e-26	3.794224850955e-08
2.9734825294e-03	9.78228759	326.30199100	8.104580347916e-27	2.753448564588e-08
2.9849631569e-03	9.82005704	327.56184425	5.906383090668e-27	2.006633452291e-08
2.9964437844e-03	9.85782649	328.82169749	4.303095309539e-27	1.461932770693e-08
3.0079244119e-03	9.89559594	330.08155074	3.126811288999e-27	1.062302264379e-08
3.0194050395e-03	9.93336539	331.34140399	2.258972021649e-27	7.674627190355e-09
3.0308856670e-03	9.97113484	332.60125723	1.631982054124e-27	5.544492683717e-09
3.0423662945e-03	10.00890429	333.86111048	1.187365615846e-27	4.033953653668e-09
3.0538469220e-03	10.04667374	335.12096373	8.501012899117e-28	2.888132483089e-09
3.0653275496e-03	10.08444319	336.38081698	5.930199275809e-28	2.014724758438e-09
3.0768081771e-03	10.12221264	337.64067022	3.960922166479e-28	1.345682933052e-09
3.0882888046e-03	10.15998209	338.90052347	2.613502515809e-28	8.879108407570e-10
3.0997694322e-03	10.19775155	340.16037672	1.715346658686e-28	5.827715430502e-10
3.1112500597e-03	10.23552100	341.42022996	1.058605156302e-28	3.596503116703e-10
3.1227306872e-03	10.27329045	342.68008321	7.449849311479e-29	2.531010368521e-10
3.1342113147e-03	10.31105990	343.93993646	4.896179757564e-29	1.663427166700e-10
3.1456919423e-03	10.34882935	345.19978971	2.804408775135e-29	9.527692964879e-11
